id,county,flood_type,flood_type_sub,elevation,lat,long,report_no
KLRL-28-08,St. Bernard,Levee , Break,11.2,29.956537,-90.019127,St. Ber-62
KLAC-02-02,St. Charles,Riverine , Hurricane,13.6,29.938693,-90.374965,St. Cha-1
KLAC-02-03,St. Charles,Riverine , Hurricane,15.7,29.935227,-90.363427,St. Cha-2
KLAC-02-04,St. Charles,Riverine , Hurricane,17.8,29.96386,-90.273558,St. Cha-3
KLAC-02-05,St. Charles,Riverine , Hurricane,3.5,29.834727,-90.475951,St. Cha-4
KLAC-03-29,St. Charles,Coastal , Surge Only,6.4,30.055665,-90.371799,St. Cha-5
KLAC-03-31,St. Charles,Coastal , Surge Only,9.3,30.072671,-90.39937,St. Cha-6
KLAC-20-01,St. Charles,Riverine , Hurricane,13.5,29.979332,-90.402671,St. Cha-7
KLAC-20-03,St. James,Riverine , Hurricane,13.6,30.028047,-90.694202,St. Jam-1
KLAC-03-06,St. John the Baptist,Coastal , Wave Height,6,30.281138,-90.399966,St. Joh-1
KLAC-03-07,St. John the Baptist,Coastal , Surge Only,2.8,30.194538,-90.435975,St. Joh-2
KLAC-03-09,St. John the Baptist,Coastal , Surge Only,3.9,30.101686,-90.42541,St. Joh-3
KLAC-03-10,St. John the Baptist,Coastal , Surge Only,5.7,30.101597,-90.424877,St. Joh-4
KLAC-20-02,St. John the Baptist,Riverine , Hurricane,12.9,30.044764,-90.549558,St. Joh-5
KLAC-01-03,St. Tammany,Coastal , Wave Runup,7.6,30.309747,-89.939823,St. Tam-3
KLAC-01-06,St. Tammany,Riverine , Hurricane,27.9,30.394586,-89.893528,St. Tam-5
KLAC-01-01,St. Tammany,Coastal , Surge Only,9.7,30.301813,-89.938861,St. Tam-1
KLAC-01-02,St. Tammany,Coastal , Surge Only,9.7,30.301163,-89.943654,St. Tam-2
,,,,,,,
KLAC-01-05,St. Tammany,Coastal , Surge Only,10.5,30.328688,-89.987372,St. Tam-4
,,,,,,,
KLAC-01-07,St. Tammany,Coastal , Surge Only,9.7,30.299328,-89.934764,St. Tam-6
KLAC-01-09,St. Tammany,Coastal , Surge Only,9.7,30.293306,-89.935446,St. Tam-7
KLAC-01-10,St. Tammany,Coastal , Surge Only,9.8,30.314372,-89.927285,St. Tam-8
KLAC-01-11,St. Tammany,Coastal , Surge Only,9.6,30.331819,-89.945904,St. Tam-9
KLAC-01-12,St. Tammany,Coastal , Surge Only,9.8,30.315155,-89.954774,St. Tam-10
KLAC-01-13,St. Tammany,Coastal , Surge Only,10.8,30.326294,-89.984678,St. Tam-11
KLAC-04-01,St. Tammany,Riverine , Hurricane,12.8,30.477691,-90.087241,St. Tam-12
KLAC-04-02A,St. Tammany,Riverine , Hurricane,9.7,30.461502,-90.081745,St. Tam-13
KLAC-04-02,St. Tammany,Riverine , Hurricane,6.1,30.460596,-90.082856,St. Tam-14
KLAC-04-03,St. Tammany,Riverine , Hurricane,7.7,30.438345,-90.115926,St. Tam-15
KLAC-04-04,St. Tammany,Riverine , Hurricane,8.1,30.437713,-90.11628,St. Tam-16
KLAC-04-05,St. Tammany,Coastal , Surge Only,6.9,30.398989,-90.155788,St. Tam-17
KLAC-05-01,St. Tammany,Coastal , Surge Only,13.2,30.219233,-89.819947,St. Tam-18
KLAC-05-02,St. Tammany,Coastal , Surge Only,11.4,30.275539,-89.853008,St. Tam-19
KLAC-05-03,St. Tammany,Coastal , Surge Only,11.2,30.278714,-89.838555,St. Tam-20
KLAC-05-04,St. Tammany,Coastal , Surge Only,11,30.27216,-89.795137,St. Tam-21
KLAC-05-05,St. Tammany,Coastal , Surge Only,10.5,30.272963,-89.794737,St. Tam-22
KLAC-05-06,St. Tammany,Coastal , Surge Only,11.4,30.263776,-89.79352,St. Tam-23
KLAC-05-07,St. Tammany,Coastal , Surge Only,15.3,30.195716,-89.756186,St. Tam-24
KLAC-05-09,St. Tammany,Coastal , Surge Only,16,30.203851,-89.69958,St. Tam-25
KLAC-05-43,St. Tammany,Coastal , Surge Only,7.8,30.389975,-90.205244,St. Tam-26
KLAC-06-01,St. Tammany,Coastal , Surge Only,12.8,30.22262,-89.815969,St. Tam-27
KLAC-06-04,St. Tammany,Coastal , Surge Only,12.1,30.285462,-89.728436,St. Tam-30
KLAC-06-02,St. Tammany,Riverine , Hurricane,17.1,30.325798,-89.837902,St. Tam-28
KLAC-06-03,St. Tammany,Riverine , Hurricane,12.6,30.309997,-89.779832,St. Tam-29
KLAC-07-07,St. Tammany,Coastal , Wave Runup,6.6,30.364935,-90.091837,St. Tam-40
KLAC-06-05,St. Tammany,Riverine , Hurricane,15.2,30.38148,-89.737359,St. Tam-31
KLAC-06-06,St. Tammany,Riverine , Hurricane,15.2,30.384245,-89.734828,St. Tam-32
KLAC-06-07,St. Tammany,Riverine , Hurricane,22.5,30.323686,-89.753897,St. Tam-33
KLAC-06-08,St. Tammany,Coastal , Surge Only,12.4,30.247756,-89.763806,St. Tam-34
KLAC-06-09,St. Tammany,Coastal , Surge Only,13.4,30.290653,-89.767705,St. Tam-35
KLAC-07-02,St. Tammany,Coastal , Surge Only,8.8,30.351446,-90.050334,St. Tam-36
KLAC-07-03,St. Tammany,Coastal , Surge Only,9.2,30.354669,-90.06762,St. Tam-37
KLAC-07-04,St. Tammany,Coastal , Surge Only,9.3,30.35969,-90.07084,St. Tam-38
KLAC-07-05,St. Tammany,Coastal , Surge Only,9.1,30.362328,-90.079797,St. Tam-39
,,,,,,,
KLAC-07-08,St. Tammany,Coastal , Surge Only,9.2,30.363178,-90.077562,St. Tam-41
KLAC-07-09,St. Tammany,Coastal , Surge Only,10.3,30.357811,-90.065489,St. Tam-42
KLAC-07-10,St. Tammany,Coastal , Surge Only,8.4,30.371039,-90.104908,St. Tam-43
KLAC-07-11,St. Tammany,Coastal , Surge Only,7.8,30.396049,-90.121701,St. Tam-44
KLAC-07-12,St. Tammany,Coastal , Surge Only,7.8,30.419672,-90.104286,St. Tam-45
KLAC-07-13,St. Tammany,Coastal , Surge Only,9,30.425247,-90.08152,St. Tam-46
KLAC-25-01,St. Tammany,Coastal , Surge Only,8,30.409188,-90.140448,St. Tam-47
,,,,,,,
KLAR-25-05,St. Tammany,Riverine , Hurricane,8.5,30.463462,-90.118189,St. Tam-48
KLAR-26-01,St. Tammany,Riverine , Hurricane,18.2,30.499589,-90.084433,St. Tam-49
KLAR-31-01,St. Tammany,Riverine , Hurricane,7.2,30.3031,-89.706707,St. Tam-50
KLAC-03-03,Tangipahoa,Coastal , Surge Only,6,30.404156,-90.323376,Tangipa-1
KLAC-03-04,Tangipahoa,Coastal , Surge Only,5.6,30.405803,-90.262036,Tangipa-2
KLAC-03-05,Tangipahoa,Coastal , Surge Only,3.5,30.290135,-90.401377,Tangipa-3
KLAC-02-01,Terrebonne,Coastal , Surge Only,2.1,29.469424,-90.559291,Terrebo-1
KLAR-25-01,Washington,Riverine , Hurricane,95.2,30.720711,-90.083432,Washing-1
KLAR-25-02,Washington,Riverine , Hurricane,67.4,30.76199,-89.831306,Washing-2
KLAR-25-03,Washington,Riverine , Hurricane,62.4,30.703549,-89.848047,Washing-3
KLAR-25-04,Washington,Riverine , Hurricane,76.5,30.670099,-90.001615,Washing-4
